"year","GPP_NT_VUT_REF_sum","NEE_VUT_REF_QC_mean","P_F_sum","P_F_QC_mean","P_ERA_sum","TA_F_mean","TA_F_QC_mean","TA_ERA_mean","PPFD_IN_mean","PPFD_IN_QC_mean","SW_IN_F_mean","SW_IN_F_QC_mean","SW_IN_ERA_mean","VPD_F_mean","VPD_F_QC_mean","VPD_ERA_mean","NETRAD_mean","NETRAD_QC_mean","G_F_MDS_mean","G_F_MDS_QC_mean","LE_F_MDS_mean","LE_F_MDS_QC_mean","LE_CORR_mean","H_F_MDS_mean","H_F_MDS_QC_mean","H_CORR_mean","SWC_F_MDS_1_mean","SWC_F_MDS_1_QC_mean","SITE_ID","keep_year"
2015,276.01408,0.997481978021978,277.539,1,196.175,11.2188461538462,1,11.1592417582418,NA,0,77.1101318681319,1,74.726,2.68272527472527,1,2.46301098901099,NA,NA,-0.812472153846154,1,21.288889010989,1,25.4264758241758,-6.85788087912088,1,3.26566373626374,21.3219120879121,1,"BE-Bra",TRUE
2016,341.19779,0.943452175824176,211.987,1,148.933,11.4249120879121,1,11.363010989011,NA,0,86.9878571428572,0.998397472527472,83.824978021978,3.59006593406593,0.998397472527472,3.3386043956044,NA,NA,-0.838621868131868,0.998397472527472,24.5666351648352,0.956501978021978,30.6181956043956,1.75562659340659,0.957875384615385,9.67871868131868,12.3403296703297,1,"BE-Bra",TRUE
2017,372.65149,0.963599252747253,263.69,0.999313296703297,193.293,11.5922417582418,1,11.4691538461538,NA,0,74.7759340659341,1,76.2262967032967,2.97961538461538,1,2.59647252747253,NA,NA,-0.950861659340659,1,21.2966395604396,0.973443208791209,NA,-5.61407362637363,0.97367232967033,NA,22.8425714285714,1,"BE-Bra",TRUE
2018,300.73181,0.96726189010989,146.434,1,130.511,11.7611648351648,0.999313230769231,11.4750879120879,NA,0,92.3322417582418,0.999084241758242,88.2042417582418,3.99557142857143,0.999313230769231,3.5427032967033,NA,NA,-0.910121285714286,0.999542153846154,25.0683934065934,0.979166813186813,NA,4.44072835164835,0.970695802197802,NA,16.6214615384615,1,"BE-Bra",TRUE
2019,313.42473,0.988323934065934,244.891,1,241.264,11.1643186813187,1,11.1957032967033,NA,0,83.3437252747253,1,73.8669340659341,2.99036263736264,1,2.77017582417582,NA,NA,NA,NA,19.5047197802198,0.993818549450549,NA,0.133855934065933,1,NA,14.7996153846154,0,"BE-Bra",TRUE
2020,278.69112,0.926281824175824,NA,NA,NA,12.3487032967033,0.972527582417582,NA,179.047775844699,0.967032967032967,82.5046703296703,0.972985494505495,NA,3.37981318681319,0.972527582417582,NA,NA,NA,NA,NA,18.8051274725275,0.948489010989011,NA,0.323406703296703,0.946886483516484,NA,11.7728021978022,0.980769340659341,"BE-Bra",TRUE
2011,445.31085,0.949862659340659,66.91,0.998855252747253,59.375,10.7691648351648,0.999542087912088,10.9702197802198,NA,0,88.2854065934066,0.999313296703297,87.3001868131868,1.65436263736264,0.999542087912088,1.87726373626374,32.9363298602993,0.998626373626374,NA,NA,-2.89345648351648,NA,NA,-6.20461,NA,NA,35.9370549450549,0.999542087912088,"BE-Dor",TRUE
2012,356.63829,0.968406560439561,202.235,0.999313296703297,159.998,9.38595604395604,1,9.49304395604396,NA,0,80.2545384615385,0.999771208791209,81.4524285714286,1.41332967032967,1,1.6902967032967,28.3869361064467,0.998397435897436,NA,NA,-2.89345648351648,NA,NA,-3.00318285714286,NA,NA,41.0989120879121,1,"BE-Dor",TRUE
2013,391.43735,0.967032956043956,213.733,0.999084175824176,212.905,10.2727362637363,0.996565824175824,9.96778021978022,NA,0,77.7549010989011,0.996565824175824,76.5233846153846,1.27221978021978,0.996565824175824,1.41318681318681,31.6162080815708,0.994734432234432,NA,NA,-2.66145197802198,NA,NA,0.615771098901099,NA,NA,27.3399120879121,0.996565824175824,"BE-Dor",TRUE
2014,495.42381,0.978021791208791,171.788,0.999771208791209,134.926,11.6473516483517,1,11.4845054945055,NA,0,84.2614285714286,1,81.0906593406593,1.43912087912088,1,1.41765934065934,29.5951773293196,0.999313186813187,NA,NA,5.17897957032967,NA,NA,-1.23344395604396,NA,NA,33.7041318681319,1,"BE-Dor",TRUE
2015,433.58057,0.980540120879121,152.585,1,154.785,10.0684285714286,1,9.81718681318681,NA,0,74.9598241758242,1,76.0609340659341,1.46031868131868,1,1.29908791208791,27.0230777443301,0.998626373626374,NA,NA,7.8447789010989,NA,NA,5.2701843956044,NA,NA,29.7881098901099,1,"BE-Dor",TRUE
2016,361.9505,0.929944912087912,55.194,1,98.524,10.1838461538462,1,10.0224615384615,NA,0,88.5619010989011,1,84.6439230769231,2.12987912087912,1,2.00203296703297,35.4739605350323,0.998855311355311,NA,NA,11.2553003296703,NA,NA,6.02532450549451,NA,NA,21.2008021978022,1,"BE-Dor",TRUE
2017,500.09295,0.971840879120879,183.209,1,168.78,9.87432967032967,1,9.8864945054945,NA,0,78.7319450549451,1,77.4918241758242,1.40140659340659,1,1.37263736263736,31.912841389993,0.999542124542125,NA,NA,10.9581631868132,NA,NA,7.77792076923077,NA,NA,24.9303406593407,1,"BE-Dor",TRUE
2018,490.35594,0.900183164835165,140.766,0.934065934065934,115.317,10.1784505494506,0.939102637362637,10.5658461538462,NA,0,93.3254285714286,0.940018461538462,92.6246593406593,2.07241758241758,0.939102637362637,2.77445054945055,34.0483425048202,0.928342490842491,NA,NA,11.2334797802198,NA,NA,0.590178989010989,NA,NA,18.5742417582418,0.855769230769231,"BE-Dor",TRUE
2019,312.12865,0.974130296703297,182.8,1,183.167,10.1238021978022,1,10.0015054945055,NA,0,76.7456263736264,1,77.8824945054945,2.23232967032967,1,1.68123076923077,28.7378328754579,1,NA,NA,0.681224736263736,NA,NA,5.3417554945055,NA,NA,19.0805824175824,1,"BE-Dor",FALSE
2020,393.47725,0.960851582417582,225.908,0.675824065934066,156.954,10.9764725274725,1,11.0625714285714,NA,0,83.1568571428571,1,81.3834615384615,2.54046153846154,1,2.43550549450549,33.1431027930403,1,NA,NA,0.681224736263736,NA,NA,5.18075945054945,NA,NA,18.8460879120879,1,"BE-Dor",TRUE
1996,324.00086,0.976648384615385,204.77,0.999771208791209,212.431,6.8548021978022,0.992445,7.1487032967033,140.194046136152,0.971382783882784,69.9381978021978,0.989697659340659,72.1403956043956,1.32002197802198,0.992445,1.48696703296703,36.1883249647959,0.977564102564103,-0.856796758241758,0.991758164835165,19.0504637362637,0.990384758241758,24.1531384615385,7.28813791208791,0.987179846153846,9.97372373626374,27.8721978021978,0.992445,"BE-Vie",FALSE
1997,347.82906,0.948488934065934,157.988,1,158.955,7.95251648351648,0.977793076923077,8.18024175824176,178.70134451034,0.94757326007326,91.2155824175824,0.978937758241758,87.1688791208791,1.76040659340659,0.977793076923077,2.17685714285714,47.5804158448389,0.951236263736264,-0.763062637362637,0.977106373626374,22.5668087912088,0.975503516483517,32.0590043956044,6.49039296703297,0.976877252747253,10.2355206593407,24.7102857142857,0.977793076923077,"BE-Vie",TRUE
1998,271.84868,0.961080758241758,459.898,1,375.528,6.70986813186813,0.989697802197802,6.8666043956044,104.483975162743,0.959020146520146,58.2808131868132,0.974588021978022,63.8784065934066,1.17013186813187,0.989697802197802,1.16181318681319,33.0061684620798,0.984432234432234,-1.05341263736264,0.98923989010989,12.2032863736264,0.984890087912088,30.4828838461538,-6.20123956043956,0.93269232967033,-14.8424194505495,28.8967472527473,0.989697802197802,"BE-Vie",TRUE
1999,288.49514,0.905677615384615,207.677,1,201.817,8.68421978021978,0.94184978021978,8.74232967032967,155.424232049623,0.903388278388278,83.0785934065934,0.94047610989011,83.298956043956,2.33404395604396,0.941391868131868,2.16704395604396,43.7445718814808,0.908424908424908,-0.79410667032967,0.939789340659341,11.0522214285714,0.931547648351648,19.5052696703297,-2.43213934065934,0.935668120879121,9.48706912087912,23.2420659340659,0.94184978021978,"BE-Vie",TRUE
2000,271.12301,0.952838879120879,336.59,1,246.107,8.96313186813187,0.952838681318681,9.19613186813187,125.643028156009,0.942765567765568,66.1575054945055,0.953754505494506,68.4732967032967,1.10641758241758,0.952381098901099,1.57867032967033,40.0304001539578,0.942078754578755,-0.400285384615385,0.952151978021978,11.0387228571429,0.954670395604396,22.7141432967033,-11.8336593406593,0.95215210989011,3.63260989010989,27.5703516483517,0.952838681318681,"BE-Vie",TRUE
2001,286.64805,0.987179835164835,345.178,1,270.672,8.40583516483516,0.964056857142857,8.60710989010989,124.977383747349,0.943910256410256,65.9171538461538,0.965201538461538,68.9304615384615,1.24176923076923,0.963598945054945,1.36926373626374,38.2576724833496,0.943910256410256,-0.636421157582418,0.96336989010989,10.7335901098901,0.992903307692308,11.1713052747253,-6.69157021978022,0.982600923076923,-1.73215505494505,28.246956043956,0.964056857142857,"BE-Vie",TRUE
2002,345.13728,0.972985274725275,285.209,1,228.974,8.31982417582418,0.985576978021978,8.76020879120879,152.978756665203,0.944368131868132,76.4592967032967,0.987637351648352,77.1539120879121,1.90671428571429,0.985347857142857,1.80135164835165,44.4749497736719,0.944139194139194,-0.796370263736264,0.983287681318681,17.3442945054945,0.987866274725275,22.0331062637363,-4.89822747252747,0.98855310989011,9.77158725274725,26.2864615384615,0.985576978021978,"BE-Vie",TRUE
2003,356.71412,0.961996318681319,142.493,1,168.989,7.96531868131868,0.994963153846154,8.2351978021978,171.039664019224,0.982142857142857,90.9993956043956,0.995192274725275,89.1301318681319,3.37235164835165,0.994963153846154,2.61268131868132,43.0412864267515,0.881181318681319,-0.549798274725275,0.994276516483516,16.9295406593407,0.991071461538462,21.7049621978022,-1.10705604395604,0.993360758241758,11.5165240659341,19.4305824175824,0.994963153846154,"BE-Vie",TRUE
2004,350.16333,0.90934056043956,217.902,1,171.494,8.41940659340659,0.948947010989011,8.69930769230769,157.527383445766,0.918269230769231,83.0193076923077,0.946886373626374,84.1014615384615,2.99408791208791,0.948718087912088,2.05993406593407,42.8533976408496,0.920787545787546,-1.50822483516484,0.929945208791209,20.9740802197802,0.914606142857143,26.4963351648352,-0.68450010989011,0.940247582417582,8.91245076923077,25.3991318681319,0.930403054945055,"BE-Vie",TRUE
2005,379.57669,0.978250791208791,160.433,1,146.407,9.59412087912088,1,9.76282417582418,164.3863496328,0.988095238095238,90.0222637362637,0.993131978021978,87.6650989010989,2.31285714285714,1,2.49989010989011,48.4448594690847,0.998855311355311,-1.15239056373626,0.999542087912088,18.8973087912088,0.988095340659341,24.005789010989,15.526467032967,0.998626593406593,20.3734879120879,23.7547912087912,1,"BE-Vie",TRUE
2006,350.7907,0.973671912087912,210.711,1,182.155,11.2777032967033,0.997481846153846,11.3248131868132,153.832830396631,0.992673992673993,83.3143846153846,0.997252582417582,82.7681098901099,2.35125274725275,0.997481846153846,2.40106593406593,39.7342767738611,0.994047619047619,-0.0330184615384615,0.733287263736264,18.3318373626374,0.990384428571429,28.717343956044,6.27771428571428,0.998168681318681,21.4349362637363,34.1501428571429,0.906364593406593,"BE-Vie",TRUE
2007,335.22849,0.97962443956044,225.092,1,185.785,7.52076923076923,0.999084307692308,7.57862637362637,135.040667291609,0.995421245421245,71.7467912087912,0.998855384615385,74.9169340659341,1.32757142857143,0.998626461538461,1.62961538461538,28.546424950351,0.958791208791209,-1.05501,0.998855384615385,15.0502656043956,0.989926846153846,25.7456049450549,3.40077802197802,0.997252857142857,16.5797582417582,37.7129340659341,0.999084307692308,"BE-Vie",TRUE
2008,397.11894,0.986263813186813,238.552,1,211.637,7.45076923076923,1,7.59053846153846,133.870378366366,0.99496336996337,67.3496263736264,1,72.9210549450549,1.04535164835165,0.999313230769231,1.57868131868132,32.6733088266673,0.99290293040293,-1.32692256043956,1,14.1105028571429,0.997939692307692,25.2336985714286,0.710479230769231,0.999542153846154,12.0923262967033,37.3347912087912,1,"BE-Vie",TRUE
2009,418.52538,0.972527582417582,203.086,1,217.652,9.59598901098901,1,9.2352967032967,136.945114536238,0.995879120879121,74.426021978022,0.999084307692308,73.972010989011,2.0282967032967,1,1.89823076923077,38.7603021978022,1,0.12249,0.758470659340659,21.1250986813187,0.980769076923077,43.1427056043956,9.20921175824176,0.998855450549451,25.3218659340659,31.7752527472527,0.99793956043956,"BE-Vie",FALSE
2010,413.94482,0.950320516483517,240.045,0.999771208791209,208.163,7.9471978021978,1,7.73365934065934,159.488487819138,0.995192307692308,79.3237362637363,0.998626263736264,76.698945054945,1.93657142857143,1,1.80257142857143,40.5709706959707,1,-1.00346382417582,0.999771208791209,23.1542626373626,0.984432241758242,25.997167032967,14.191276043956,0.995650197802198,15.1628989010989,36.014967032967,1,"BE-Vie",TRUE
2011,354.02529,0.963369857142857,73.482,1,93.156,10.2466703296703,1,9.76654945054945,187.394802790065,0.981684981684982,89.8519340659341,1,86.2998681318681,2.61182417582418,0.999313362637363,2.32887912087912,41.9255952380952,1,-1.24856483516484,0.918498241758242,24.1528868131868,0.997481978021978,27.0815373626374,16.3736853846154,0.998397538461538,15.8131538461538,29.7933186813187,0.918498241758242,"BE-Vie",TRUE
2012,384.68439,0.951007340659341,179.055,0.999542087912088,210.416,8.77103296703297,1,8.2894945054945,167.306095885305,0.999084249084249,80.7441648351648,1,79.8427142857143,2.42554945054945,0.999542285714286,2.12185714285714,41.9579680071701,0.999771062271062,-1.51176195604396,0.745421252747253,19.5250065934066,0.842033065934066,17.3418506593407,16.2283702197802,0.997710703296703,13.1781768351648,35.1864065934066,0.748168659340659,"BE-Vie",TRUE
2013,394.0191,0.954441395604396,278.396,0.999771208791209,312.74,8.92998901098901,1,8.65105494505494,151.449351392517,0.99702380952381,73.7152857142857,1,74.2302967032967,1.61289010989011,0.999542417582418,1.67269230769231,NA,NA,-1.02400498901099,0.797619406593407,20.5965769230769,0.983974461538461,19.4860464945055,8.46973296703297,0.998855384615385,8.60115172197802,33.468,0.797848197802198,"BE-Vie",TRUE
