"SITE_ID","SITE_LON","SITE_LAT","TC_LON","TC_LAT","TC_LON_IND","TC_LAT_IND","PDSI_Spring_1991_mean","PDSI_Summer_1991_mean","PDSI_Fall_1991_mean","PDSI_Spring_1992_mean","PDSI_Summer_1992_mean","PDSI_Fall_1992_mean","PDSI_Spring_1993_mean","PDSI_Summer_1993_mean","PDSI_Fall_1993_mean","PDSI_Spring_1994_mean","PDSI_Summer_1994_mean","PDSI_Fall_1994_mean","PDSI_Spring_1995_mean","PDSI_Summer_1995_mean","PDSI_Fall_1995_mean","PDSI_Spring_1996_mean","PDSI_Summer_1996_mean","PDSI_Fall_1996_mean","PDSI_Spring_1997_mean","PDSI_Summer_1997_mean","PDSI_Fall_1997_mean","PDSI_Spring_1998_mean","PDSI_Summer_1998_mean","PDSI_Fall_1998_mean","PDSI_Spring_1999_mean","PDSI_Summer_1999_mean","PDSI_Fall_1999_mean","PDSI_Spring_2000_mean","PDSI_Summer_2000_mean","PDSI_Fall_2000_mean","PDSI_Spring_2001_mean","PDSI_Summer_2001_mean","PDSI_Fall_2001_mean","PDSI_Spring_2002_mean","PDSI_Summer_2002_mean","PDSI_Fall_2002_mean","PDSI_Spring_2003_mean","PDSI_Summer_2003_mean","PDSI_Fall_2003_mean","PDSI_Spring_2004_mean","PDSI_Summer_2004_mean","PDSI_Fall_2004_mean","PDSI_Spring_2005_mean","PDSI_Summer_2005_mean","PDSI_Fall_2005_mean","PDSI_Spring_2006_mean","PDSI_Summer_2006_mean","PDSI_Fall_2006_mean","PDSI_Spring_2007_mean","PDSI_Summer_2007_mean","PDSI_Fall_2007_mean","PDSI_Spring_2008_mean","PDSI_Summer_2008_mean","PDSI_Fall_2008_mean","PDSI_Spring_2009_mean","PDSI_Summer_2009_mean","PDSI_Fall_2009_mean","PDSI_Spring_2010_mean","PDSI_Summer_2010_mean","PDSI_Fall_2010_mean","PDSI_Spring_2011_mean","PDSI_Summer_2011_mean","PDSI_Fall_2011_mean","PDSI_Spring_2012_mean","PDSI_Summer_2012_mean","PDSI_Fall_2012_mean","PDSI_Spring_2013_mean","PDSI_Summer_2013_mean","PDSI_Fall_2013_mean","PDSI_Spring_2014_mean","PDSI_Summer_2014_mean","PDSI_Fall_2014_mean","PDSI_Spring_2015_mean","PDSI_Summer_2015_mean","PDSI_Fall_2015_mean","PDSI_Spring_2016_mean","PDSI_Summer_2016_mean","PDSI_Fall_2016_mean","PDSI_Spring_2017_mean","PDSI_Summer_2017_mean","PDSI_Fall_2017_mean","PDSI_Spring_2018_mean","PDSI_Summer_2018_mean","PDSI_Fall_2018_mean","PDSI_Spring_2019_mean","PDSI_Summer_2019_mean","PDSI_Fall_2019_mean","PDSI_Spring_2020_mean","PDSI_Summer_2020_mean","PDSI_Fall_2020_mean","PDSI_Spring_2021_mean","PDSI_Summer_2021_mean","PDSI_Fall_2021_mean"
"DE-RuR",6.30413,50.62191,6.3125,50.6041666666667,4472,946,-3.77666666666667,-3.95333333333333,-3.95333333333333,-4.23,-3.72,-3.72,-2.69666666666667,-3.05666666666667,-3.05666666666667,2.2,-0.786666666666667,-0.786666666666667,2.44,-0.663333333333333,-0.663333333333333,-3.94333333333333,-4.65666666666667,-4.65666666666667,-3.42333333333333,-1.68666666666667,-1.68666666666667,-1.99666666666667,-1.21333333333333,-1.21333333333333,2.52333333333333,1.06666666666667,1.06666666666667,0.973333333333333,0.793333333333333,0.793333333333333,3.19,1.21666666666667,1.21666666666667,1.83333333333333,1.04,1.04,-1.80666666666667,-2.82,-2.82,-3.28333333333333,-2.64,-2.64,-1.7,-1.89333333333333,-1.89333333333333,-1.28,-1.72333333333333,-1.72333333333333,-0.56,0.766666666666667,0.766666666666667,0.623333333333333,0.0333333333333333,0.0333333333333333,-1.23666666666667,-1.91333333333333,-1.91333333333333,-1.87333333333333,-2.41,-2.41,-2.56,-3.32333333333333,-3.32333333333333,-3.09666666666667,-1.67666666666667,-1.67666666666667,-0.56,-0.336666666666667,-0.336666666666667,-2.71666666666667,-0.976666666666667,-0.976666666666667,-1.29333333333333,-3.19666666666667,-3.19666666666667,0.5,1.66666666666667,1.66666666666667,-4.2,-4.73333333333333,-4.73333333333333,-1.23333333333333,-2.56666666666667,-2.56666666666667,-3.7,-5,-5,-2.89666666666667,-4.71666666666667,-4.71666666666667,-2.72,1.57,1.57
"DE-RuW",6.3309627,50.50493,6.3125,50.5208333333333,4472,948,-3.48,-3.65666666666667,-3.65666666666667,-3.95666666666667,-3.42333333333333,-3.42333333333333,-2.66333333333333,-2.91333333333333,-2.91333333333333,2.09666666666667,-0.84,-0.84,2.48666666666667,0.06,0.06,-3.95333333333333,-4.53666666666667,-4.53666666666667,-3.43333333333333,-1.69,-1.69,-1.94,-1.22666666666667,-1.22666666666667,2.36666666666667,0.996666666666667,0.996666666666667,1,0.806666666666667,0.806666666666667,3.26666666666667,1.36333333333333,1.36333333333333,1.80666666666667,1,1,-1.83666666666667,-2.78333333333333,-2.78333333333333,-3.33333333333333,-2.65666666666667,-2.65666666666667,-1.86333333333333,-2.05333333333333,-2.05333333333333,-1.34,-1.83666666666667,-1.83666666666667,-0.526666666666667,1.22666666666667,1.22666666666667,0.636666666666667,0.0366666666666667,0.0366666666666667,-1.37666666666667,-1.85,-1.85,-1.68333333333333,-2.14666666666667,-2.14666666666667,-2.57666666666667,-3.19666666666667,-3.19666666666667,-3.09666666666667,-1.68666666666667,-1.68666666666667,-0.66,-0.32,-0.32,-2.77333333333333,-0.993333333333333,-0.993333333333333,-1.29666666666667,-3.1,-3.1,-0.0666666666666667,1.63333333333333,1.63333333333333,-4.1,-4.6,-4.6,-1.16666666666667,-2.5,-2.5,-3.46666666666667,-4.56666666666667,-4.56666666666667,-2.66333333333333,-4.30333333333333,-4.30333333333333,-2.72333333333333,1.26,1.26
"DE-Tha",13.56515,50.96256,13.5625,50.9791666666667,4646,937,-3.70333333333333,-2.92666666666667,-2.92666666666667,-2.16666666666667,-3.94,-3.94,-3.85,-3.29,-3.29,2.14666666666667,-0.66,-0.66,1.13333333333333,2.13333333333333,2.13333333333333,-0.01,0.993333333333333,0.993333333333333,-0.83,0.166666666666667,0.166666666666667,-1.74,-1.58,-1.58,2.22666666666667,0.32,0.32,0.23,-2.78,-2.78,-1.81333333333333,-1.52,-1.52,1.06,0.97,0.97,-0.0266666666666666,-4.77666666666667,-4.77666666666667,-4.23,-3.01,-3.01,-0.553333333333333,0.456666666666667,0.456666666666667,0.97,-1.37,-1.37,-3.18333333333333,-2.11666666666667,-2.11666666666667,1.36,-2.34,-2.34,-0.64,-1.15333333333333,-1.15333333333333,1.16333333333333,1.47333333333333,1.47333333333333,0.52,-2.5,-2.5,-2.06333333333333,-2.32333333333333,-2.32333333333333,2,3.11,3.11,-2.93333333333333,-2.18,-2.18,-1.61666666666667,-3.42666666666667,-3.42666666666667,-2.4,-3.3,-3.3,-2.9,-1.76666666666667,-1.76666666666667,-0.0333333333333332,-4.7,-4.7,-6.43333333333333,-8.23333333333333,-8.23333333333333,-8.84666666666667,-8.57,-8.57,-4.69666666666667,-3.10666666666667,-3.10666666666667
"DK-Sor",11.64464,55.48587,11.6458333333333,55.4791666666667,4600,829,-1.54,1.39666666666667,1.39666666666667,-1.62333333333333,-3.96333333333333,-3.96333333333333,-2.98,-3.56666666666667,-3.56666666666667,3.62,-0.373333333333333,-0.373333333333333,3.08333333333333,0.956666666666667,0.956666666666667,-3.42666666666667,-2.53666666666667,-2.53666666666667,-3.68333333333333,-2.58,-2.58,-1.60333333333333,1.98,1.98,3.63,4.29,4.29,1.14,-0.88,-0.88,-0.323333333333333,-0.08,-0.08,1.79333333333333,1.84666666666667,1.84666666666667,-1.28333333333333,-1.19333333333333,-1.19333333333333,-3.14666666666667,-2.25666666666667,-2.25666666666667,-1.41333333333333,-1.85,-1.85,-2.25666666666667,-1.81666666666667,-1.81666666666667,-0.593333333333333,2.34333333333333,2.34333333333333,-1.16,-2.52333333333333,-2.52333333333333,-2.16333333333333,-2.61333333333333,-2.61333333333333,-1.26333333333333,0.356666666666667,0.356666666666667,0.363333333333333,0.876666666666667,0.876666666666667,0.26,-1.39333333333333,-1.39333333333333,-1.14666666666667,-0.866666666666667,-0.866666666666667,-0.976666666666667,-1.20666666666667,-1.20666666666667,0.273333333333333,-0.816666666666667,-0.816666666666667,0.3,-1.16666666666667,-1.16666666666667,-2.33333333333333,1.2,1.2,3.8,-3.73333333333333,-3.73333333333333,-6,-6.2,-6.2,-2.96,-3.66666666666667,-3.66666666666667,-3.71,-0.36,-0.36
"ES-Abr",-6.785881,38.701839,-6.77083333333334,38.6875,4158,1232,-1.33666666666667,-2.06333333333333,-2.06333333333333,-4.22666666666667,-2.71,-2.71,-3.65666666666667,-2.94666666666667,-2.94666666666667,-2.23,-2.32,-2.32,-4.67,-4.45666666666667,-4.45666666666667,3.39,2.02,2.02,-2.49,-1.32666666666667,-1.32666666666667,1.70666666666667,1.09666666666667,1.09666666666667,-3.92666666666667,-4.04333333333333,-4.04333333333333,-0.57,1.89,1.89,2.42666666666667,0.23,0.23,-1.29666666666667,-1.87666666666667,-1.87666666666667,0.45,-1.23333333333333,-1.23333333333333,1.05333333333333,-0.876666666666667,-0.876666666666667,-4.06333333333333,-4.61666666666667,-4.61666666666667,-2.84,-2.11666666666667,-2.11666666666667,-1.44,-1.06333333333333,-1.06333333333333,-0.243333333333333,0.566666666666667,0.566666666666667,-2.55666666666667,-2.95666666666667,-2.95666666666667,5.17666666666667,4.17,4.17,3.67333333333333,3.24666666666667,3.24666666666667,-3.88666666666667,-4.16,-4.16,2.54,0.856666666666667,0.856666666666667,-1.50666666666667,-1.82333333333333,-1.82333333333333,-2.82666666666667,-3.23666666666667,-3.23666666666667,-2.16666666666667,-1.6,-1.6,-1.5,-2,-2,1.56666666666667,2.33333333333333,2.33333333333333,-3.8,-4.6,-4.6,-2.40333333333333,-1.81333333333333,-1.81333333333333,-1.70333333333333,-2.22666666666667,-2.22666666666667
"ES-Agu",-2.033208,36.940046,-2.02083333333334,36.9375,4272,1274,-1.53666666666667,-2.11666666666667,-2.11666666666667,-1.55,1.38666666666667,1.38666666666667,-0.37,0.44,0.44,-2.66333333333333,-3.41,-3.41,-4.25,-3.38333333333333,-3.38333333333333,-1.26,-1.67666666666667,-1.67666666666667,0.713333333333333,-1.16,-1.16,-1.8,-2.14333333333333,-2.14333333333333,-2.73333333333333,-3.62,-3.62,-3.58333333333333,-3.16666666666667,-3.16666666666667,-2.51,-3.1,-3.1,-1.68333333333333,-1.30666666666667,-1.30666666666667,-1.29666666666667,-2.26666666666667,-2.26666666666667,1.62333333333333,0.986666666666667,0.986666666666667,-0.486666666666667,-2.03666666666667,-2.03666666666667,2.08666666666667,1.55333333333333,1.55333333333333,-1.08,-1.69333333333333,-1.69333333333333,-2.51,-1.88333333333333,-1.88333333333333,0.553333333333333,-1.79666666666667,-1.79666666666667,7.46,5.79666666666667,5.79666666666667,2.00333333333333,0.923333333333333,0.923333333333333,-2.33333333333333,-3.11,-3.11,1.99333333333333,1.08666666666667,1.08666666666667,-3.09666666666667,-2.63666666666667,-2.63666666666667,-1.15333333333333,-2.06333333333333,-2.06333333333333,-3.6,-3.63333333333333,-3.63333333333333,-2.8,-3.73333333333333,-3.73333333333333,-2.4,-1.93333333333333,-1.93333333333333,-3.63333333333333,-3.83333333333333,-3.83333333333333,1.95,0.526666666666667,0.526666666666667,-1.48,1.69333333333333,1.69333333333333
"ES-LJu",-2.75212,36.92659,-2.77083333333334,36.9375,4254,1274,-2.54,-3.26,-3.26,-2.61666666666667,-1.62666666666667,-1.62666666666667,-2.94,-2.61666666666667,-2.61666666666667,-3.39666666666667,-4.40333333333333,-4.40333333333333,-6.86666666666667,-6.36333333333333,-6.36333333333333,-2.21333333333333,-1.87,-1.87,-1.2,-2.36333333333333,-2.36333333333333,-0.933333333333333,-2.25,-2.25,-3.37,-4.33333333333333,-4.33333333333333,-4.01333333333333,-3.97333333333333,-3.97333333333333,-2.50333333333333,-3.66666666666667,-3.66666666666667,-1.67,-1.21333333333333,-1.21333333333333,0.48,-1.78333333333333,-1.78333333333333,2.83,3.04333333333333,3.04333333333333,-1.64333333333333,-2.78666666666667,-2.78666666666667,-1.37333333333333,-1.30666666666667,-1.30666666666667,-2.45333333333333,-2.83333333333333,-2.83333333333333,-3.79,-3.50333333333333,-3.50333333333333,1.34333333333333,-1.72333333333333,-1.72333333333333,5.81,3.81666666666667,3.81666666666667,2.75666666666667,1.37333333333333,1.37333333333333,-4.06,-5.08,-5.08,2.78666666666667,1.64333333333333,1.64333333333333,-3.49,-3.68333333333333,-3.68333333333333,-1.31333333333333,-2.19333333333333,-2.19333333333333,-5.33333333333333,-5.56666666666667,-5.56666666666667,-3.23333333333333,-3.86666666666667,-3.86666666666667,-2.76666666666667,-2.36666666666667,-2.36666666666667,-4.5,-5.13333333333333,-5.13333333333333,-4.5,-4.65666666666667,-4.65666666666667,-2.48666666666667,-1.96333333333333,-1.96333333333333
"ES-LM1",-5.778683,39.94269,-5.77083333333334,39.9375,4182,1202,-0.37,-1.76,-1.76,-5.77,-5.11,-5.11,-5.80333333333333,-5.03,-5.03,-2.79666666666667,-3.17333333333333,-3.17333333333333,-5.23333333333333,-5.31666666666667,-5.31666666666667,2.9,2.29333333333333,2.29333333333333,-0.86,-0.746666666666667,-0.746666666666667,2.93333333333333,2.95,2.95,-4.62666666666667,-5.25333333333333,-5.25333333333333,-3.99,-3.95,-3.95,3.54333333333333,2.34666666666667,2.34666666666667,-3.22,-4.02,-4.02,2.12666666666667,0.913333333333333,0.913333333333333,2.43,2.24666666666667,2.24666666666667,-4.10333333333333,-5.38,-5.38,-3.11333333333333,-3.22333333333333,-3.22333333333333,2.16333333333333,3.09666666666667,3.09666666666667,-2.98333333333333,-3.17666666666667,-3.17666666666667,-4.43666666666667,-5.12333333333333,-5.12333333333333,4.42333333333333,4.18666666666667,4.18666666666667,2.42333333333333,1.32,1.32,-4.39333333333333,-5.31666666666667,-5.31666666666667,2.99,2.14,2.14,-0.253333333333333,-1.76,-1.76,-2.94333333333333,-3.84666666666667,-3.84666666666667,-3.03333333333333,-3.33333333333333,-3.33333333333333,-3.86666666666667,-4.23333333333333,-4.23333333333333,0,2.5,2.5,-4.76666666666667,-6.13333333333333,-6.13333333333333,-4.52333333333333,-4.87,-4.87,-2.12,-2.01,-2.01
"ES-LM2",-5.775881,39.934592,-5.77083333333334,39.9375,4182,1202,-0.37,-1.76,-1.76,-5.77,-5.11,-5.11,-5.80333333333333,-5.03,-5.03,-2.79666666666667,-3.17333333333333,-3.17333333333333,-5.23333333333333,-5.31666666666667,-5.31666666666667,2.9,2.29333333333333,2.29333333333333,-0.86,-0.746666666666667,-0.746666666666667,2.93333333333333,2.95,2.95,-4.62666666666667,-5.25333333333333,-5.25333333333333,-3.99,-3.95,-3.95,3.54333333333333,2.34666666666667,2.34666666666667,-3.22,-4.02,-4.02,2.12666666666667,0.913333333333333,0.913333333333333,2.43,2.24666666666667,2.24666666666667,-4.10333333333333,-5.38,-5.38,-3.11333333333333,-3.22333333333333,-3.22333333333333,2.16333333333333,3.09666666666667,3.09666666666667,-2.98333333333333,-3.17666666666667,-3.17666666666667,-4.43666666666667,-5.12333333333333,-5.12333333333333,4.42333333333333,4.18666666666667,4.18666666666667,2.42333333333333,1.32,1.32,-4.39333333333333,-5.31666666666667,-5.31666666666667,2.99,2.14,2.14,-0.253333333333333,-1.76,-1.76,-2.94333333333333,-3.84666666666667,-3.84666666666667,-3.03333333333333,-3.33333333333333,-3.33333333333333,-3.86666666666667,-4.23333333333333,-4.23333333333333,0,2.5,2.5,-4.76666666666667,-6.13333333333333,-6.13333333333333,-4.52333333333333,-4.87,-4.87,-2.12,-2.01,-2.01
"FI-Hyy",24.29477,61.84741,24.3125,61.8541666666667,4904,676,-0.913333333333333,1.53666666666667,1.53666666666667,2.23666666666667,-2.17666666666667,-2.17666666666667,0.05,-0.343333333333333,-0.343333333333333,0.87,-0.946666666666667,-0.946666666666667,1.97666666666667,2.36333333333333,2.36333333333333,-2.18666666666667,2.26333333333333,2.26333333333333,1.55333333333333,0.0833333333333333,0.0833333333333333,-0.773333333333333,3.86,3.86,2.59666666666667,-1.58666666666667,-1.58666666666667,-1.24666666666667,-0.96,-0.96,0.956666666666667,0.663333333333333,0.663333333333333,-0.62,-1.87333333333333,-1.87333333333333,-5.83,-2.56666666666667,-2.56666666666667,-2.31,1.31,1.31,1.47666666666667,1.79666666666667,1.79666666666667,-0.453333333333333,-2.11333333333333,-2.11333333333333,-0.62,0.306666666666667,0.306666666666667,2.08666666666667,1.89666666666667,1.89666666666667,-0.523333333333333,-1.23333333333333,-1.23333333333333,-1.56,0.413333333333333,0.413333333333333,-2.33666666666667,-1.93666666666667,-1.93666666666667,2.75666666666667,4.16,4.16,2.23,0.0866666666666667,0.0866666666666667,-2.31,-0.92,-0.92,1.54333333333333,2.38,2.38,1.3,1.66666666666667,1.66666666666667,0.0333333333333333,0.3,0.3,0.566666666666667,-3.23333333333333,-3.23333333333333,-2.66666666666667,-3.1,-3.1,1.96,0.22,0.22,1.48,1.82,1.82
"FI-Let",23.95952,60.64183,23.9791666666667,60.6458333333333,4896,705,0.0333333333333333,0.786666666666667,0.786666666666667,1.80333333333333,-2.16,-2.16,-0.373333333333333,-0.396666666666667,-0.396666666666667,1.14666666666667,-0.723333333333333,-0.723333333333333,2.43333333333333,3.05666666666667,3.05666666666667,-2.2,1.29666666666667,1.29666666666667,1.29666666666667,0.303333333333333,0.303333333333333,-1.02333333333333,2.97,2.97,2.84,-1.67666666666667,-1.67666666666667,-1.35333333333333,-1.09,-1.09,0.403333333333333,1.02333333333333,1.02333333333333,-0.456666666666667,-2.14666666666667,-2.14666666666667,-6.48333333333333,-3.40666666666667,-3.40666666666667,-2.67666666666667,1.51,1.51,2.02666666666667,2.21333333333333,2.21333333333333,0.27,-2.28666666666667,-2.28666666666667,-0.626666666666667,-0.253333333333333,-0.253333333333333,1.93666666666667,1.18,1.18,-0.676666666666667,-1,-1,-0.03,0.546666666666667,0.546666666666667,-2.12,-1.63333333333333,-1.63333333333333,3.12666666666667,4.2,4.2,2.43333333333333,-0.713333333333333,-0.713333333333333,-2.23666666666667,-1.15666666666667,-1.15666666666667,1.56333333333333,2.24333333333333,2.24333333333333,1.5,1.76666666666667,1.76666666666667,-0.333333333333333,0.2,0.2,0.633333333333333,-3.13333333333333,-3.13333333333333,-1.96666666666667,-3.23333333333333,-3.23333333333333,1.77333333333333,1.65333333333333,1.65333333333333,-0.32,1.41666666666667,1.41666666666667
"FI-Sod",26.63859,67.36239,26.6458333333333,67.3541666666667,4960,544,-3.28,-1.32333333333333,-1.32333333333333,1.43,3.11333333333333,3.11333333333333,5.34666666666667,5.34666666666667,5.34666666666667,-1.91333333333333,-2.57666666666667,-2.57666666666667,0.126666666666667,1.54,1.54,0.2,1.97666666666667,1.97666666666667,2.83666666666667,-1.62,-1.62,2.18666666666667,5.39,5.39,4.12333333333333,2.98666666666667,2.98666666666667,4.25,4.96,4.96,2.38333333333333,2.41666666666667,2.41666666666667,-0.386666666666667,-0.34,-0.34,-1.77666666666667,-1.66333333333333,-1.66333333333333,-1.06,1.56,1.56,3.11,4.23333333333333,4.23333333333333,2.12,-1.80666666666667,-1.80666666666667,1.67,2.74333333333333,2.74333333333333,3.33,4.88666666666667,4.88666666666667,2.24,2.07666666666667,2.07666666666667,1.95,2.47666666666667,2.47666666666667,-1.64333333333333,0.423333333333333,0.423333333333333,2.43,2.91666666666667,2.91666666666667,2.38666666666667,0.126666666666667,0.126666666666667,-1.18333333333333,1.27666666666667,1.27666666666667,2.16,4.81666666666667,4.81666666666667,3.96666666666667,5.13333333333333,5.13333333333333,4.3,3.1,3.1,0.566666666666667,-1.7,-1.7,1.33333333333333,1.5,1.5,3.72,2.19666666666667,2.19666666666667,1.58333333333333,2.55,2.55
"FI-Var",29.61,67.7549,29.6041666666667,67.7708333333333,5031,534,-3.16,-1.75333333333333,-1.75333333333333,1.39,2.42,2.42,3.82666666666667,4.54666666666667,4.54666666666667,-1.66666666666667,-1.78333333333333,-1.78333333333333,-0.193333333333333,1.25,1.25,1.65,3.05333333333333,3.05333333333333,4.11666666666667,-1.34666666666667,-1.34666666666667,2.42666666666667,4.62333333333333,4.62333333333333,2.96333333333333,2.75666666666667,2.75666666666667,5.87666666666667,5.7,5.7,2.16,1.04333333333333,1.04333333333333,-0.39,0.266666666666667,0.266666666666667,-1.12,-1.79666666666667,-1.79666666666667,0.476666666666667,1.39333333333333,1.39333333333333,2.00333333333333,2.03,2.03,1.39333333333333,-1.15,-1.15,1.96666666666667,3.33333333333333,3.33333333333333,3.27,4.89666666666667,4.89666666666667,2.11666666666667,2.55666666666667,2.55666666666667,2.27333333333333,3.49666666666667,3.49666666666667,-0.623333333333333,0.626666666666667,0.626666666666667,2.06,2.34,2.34,2.14,-1.26,-1.26,-1.24666666666667,-0.0433333333333333,-0.0433333333333333,1.81666666666667,4.04666666666667,4.04666666666667,3.2,4.1,4.1,3.7,3.43333333333333,3.43333333333333,2.1,-0.766666666666667,-0.766666666666667,2.2,1.9,1.9,4.14,2.11,2.11,1.35333333333333,2.03,2.03
"FR-Bil",-0.956092,44.493652,-0.9375,44.4791666666667,4298,1093,-3.52,-2.79666666666667,-2.79666666666667,-2.57,0.0666666666666666,0.0666666666666666,-2.43666666666667,-0.94,-0.94,2.81,2.22666666666667,2.22666666666667,1.87,-2.69666666666667,-2.69666666666667,-1.63666666666667,-2.25666666666667,-2.25666666666667,-2.76333333333333,-1.51333333333333,-1.51333333333333,0.09,-1.74,-1.74,0.94,0.143333333333333,0.143333333333333,-0.19,0.0966666666666667,0.0966666666666667,1.52333333333333,-1.48333333333333,-1.48333333333333,-5.83,-5.14666666666667,-5.14666666666667,-3.94333333333333,-5.54666666666667,-5.54666666666667,-3.05,-3.88666666666667,-3.88666666666667,-4.51666666666667,-5.88666666666667,-5.88666666666667,-3.23333333333333,-4.49333333333333,-4.49333333333333,-2.25666666666667,-1.01666666666667,-1.01666666666667,-2.59,0.996666666666667,0.996666666666667,-1.04666666666667,-1.89666666666667,-1.89666666666667,-3.02666666666667,-3.75,-3.75,-4.65666666666667,-5.92333333333333,-5.92333333333333,-5.44666666666667,-5.01,-5.01,2.25666666666667,3.28,3.28,1.57333333333333,-1.00333333333333,-1.00333333333333,-1.97333333333333,-3.64666666666667,-3.64666666666667,-2.73333333333333,-2.96666666666667,-2.96666666666667,-4.66666666666667,-5.06666666666667,-5.06666666666667,-0.933333333333333,1.43333333333333,1.43333333333333,-3.9,-4.73333333333333,-4.73333333333333,-0.0800000000000001,2.77666666666667,2.77666666666667,1.49333333333333,0.146666666666667,0.146666666666667
"FR-FBn",5.67865,43.24079,5.6875,43.2291666666667,4457,1123,-2.87666666666667,-3.17333333333333,-3.17333333333333,-3.59666666666667,-2.4,-2.4,-2.87666666666667,-2.76,-2.76,1.43333333333333,-0.78,-0.78,1.70333333333333,1.78666666666667,1.78666666666667,1.89333333333333,0.836666666666667,0.836666666666667,-1.78333333333333,-2.51666666666667,-2.51666666666667,-3.24666666666667,-3.17,-3.17,-1.53333333333333,-2.22666666666667,-2.22666666666667,-1.52666666666667,-1.59333333333333,-1.59333333333333,2.22,0.443333333333333,0.443333333333333,-3.65,-2.70666666666667,-2.70666666666667,0.16,-2.80666666666667,-2.80666666666667,-3.09,-3.89666666666667,-3.89666666666667,-4.38333333333333,-4.87333333333333,-4.87333333333333,-3.56666666666667,-4.83333333333333,-4.83333333333333,-5.56666666666667,-5.40666666666667,-5.40666666666667,-5.28666666666667,-4.75333333333333,-4.75333333333333,1.07,0.333333333333333,0.333333333333333,0.956666666666667,-0.0766666666666667,-0.0766666666666667,-0.913333333333333,-1.46333333333333,-1.46333333333333,-3.23666666666667,-3.61,-3.61,-0.226666666666667,1.27666666666667,1.27666666666667,0.18,-1.78,-1.78,0.153333333333333,-1.12666666666667,-1.12666666666667,-3.93333333333333,-4.7,-4.7,-5.43333333333333,-6.1,-6.1,-3.83333333333333,-3.23333333333333,-3.23333333333333,-3.13333333333333,-3.86666666666667,-3.86666666666667,-2.23666666666667,-2.86333333333333,-2.86333333333333,-4.12666666666667,-4.14333333333333,-4.14333333333333
"FR-Fon",2.7801,48.47636,2.77083333333334,48.4791666666667,4387,997,-4.23666666666667,-4.46666666666667,-4.46666666666667,-5.47666666666667,-4.88666666666667,-4.88666666666667,-2.26666666666667,-2.23,-2.23,2.10333333333333,1.18666666666667,1.18666666666667,2.41333333333333,0.333333333333333,0.333333333333333,-5.01666666666667,-6.46333333333333,-6.46333333333333,-5.03666666666667,-3.80333333333333,-3.80333333333333,-2.51,-2.99666666666667,-2.99666666666667,2.12,1.30333333333333,1.30333333333333,1.67,2.45666666666667,2.45666666666667,4.88,3.46,3.46,1.95333333333333,-1.66666666666667,-1.66666666666667,-2.14333333333333,-3.55,-3.55,-3.66666666666667,-4.34333333333333,-4.34333333333333,-3.15666666666667,-3.49,-3.49,-4.65,-4.52333333333333,-4.52333333333333,-3.96666666666667,-2.05666666666667,-2.05666666666667,-1.81333333333333,-1.66333333333333,-1.66333333333333,-2.70666666666667,-2.98,-2.98,-4.13666666666667,-4.09666666666667,-4.09666666666667,-4.37333333333333,-4.89,-4.89,-4.24333333333333,-2.50666666666667,-2.50666666666667,1.47,1.53666666666667,1.53666666666667,-1.33,-0.14,-0.14,-2.34333333333333,-4.18333333333333,-4.18333333333333,-2.43333333333333,2.7,2.7,-4.73333333333333,-5.6,-5.6,-1.83333333333333,-2.86666666666667,-2.86666666666667,-4.93333333333333,-5.3,-5.3,0.23,-3.95666666666667,-3.95666666666667,-1.71666666666667,-1.22,-1.22
"FR-Hes",7.06465,48.6741,7.0625,48.6875,4490,992,-3.05333333333333,-4.31333333333333,-4.31333333333333,-3.04,-3.43,-3.43,-3.85333333333333,-4.39333333333333,-4.39333333333333,2.02666666666667,0.196666666666667,0.196666666666667,2.01666666666667,1.58333333333333,1.58333333333333,-2.05333333333333,-2.51666666666667,-2.51666666666667,-2.02333333333333,-1.08,-1.08,-1.29,-2.09333333333333,-2.09333333333333,2.21,1.35333333333333,1.35333333333333,1.37333333333333,0.42,0.42,2.93666666666667,1.27333333333333,1.27333333333333,1.09333333333333,-0.12,-0.12,-1.29,-4.25,-4.25,-3.62,-3.96,-3.96,-1.97333333333333,-2.5,-2.5,-1.7,-1.68,-1.68,1.32333333333333,1.44666666666667,1.44666666666667,-0.21,-1.1,-1.1,-0.656666666666667,-1.65,-1.65,-2.03666666666667,-2.20333333333333,-2.20333333333333,-2.9,-3.91666666666667,-3.91666666666667,-4.37666666666667,-3.51666666666667,-3.51666666666667,-0.203333333333333,0.696666666666667,0.696666666666667,-2.25,-2.88666666666667,-2.88666666666667,-1.87666666666667,-4.15666666666667,-4.15666666666667,-3.1,2.23333333333333,2.23333333333333,-4.1,-4.86666666666667,-4.86666666666667,-2.4,-4.3,-4.3,-5.66666666666667,-6.83333333333333,-6.83333333333333,-4.82333333333333,-6.16333333333333,-6.16333333333333,-4.16,-1.54,-1.54
