"SITE_ID","SITE_LON","SITE_LAT","TC_LON","TC_LAT","TC_LON_IND","TC_LAT_IND","PDSI_Spring_1991_mean","PDSI_Summer_1991_mean","PDSI_Fall_1991_mean","PDSI_Spring_1992_mean","PDSI_Summer_1992_mean","PDSI_Fall_1992_mean","PDSI_Spring_1993_mean","PDSI_Summer_1993_mean","PDSI_Fall_1993_mean","PDSI_Spring_1994_mean","PDSI_Summer_1994_mean","PDSI_Fall_1994_mean","PDSI_Spring_1995_mean","PDSI_Summer_1995_mean","PDSI_Fall_1995_mean","PDSI_Spring_1996_mean","PDSI_Summer_1996_mean","PDSI_Fall_1996_mean","PDSI_Spring_1997_mean","PDSI_Summer_1997_mean","PDSI_Fall_1997_mean","PDSI_Spring_1998_mean","PDSI_Summer_1998_mean","PDSI_Fall_1998_mean","PDSI_Spring_1999_mean","PDSI_Summer_1999_mean","PDSI_Fall_1999_mean","PDSI_Spring_2000_mean","PDSI_Summer_2000_mean","PDSI_Fall_2000_mean","PDSI_Spring_2001_mean","PDSI_Summer_2001_mean","PDSI_Fall_2001_mean","PDSI_Spring_2002_mean","PDSI_Summer_2002_mean","PDSI_Fall_2002_mean","PDSI_Spring_2003_mean","PDSI_Summer_2003_mean","PDSI_Fall_2003_mean","PDSI_Spring_2004_mean","PDSI_Summer_2004_mean","PDSI_Fall_2004_mean","PDSI_Spring_2005_mean","PDSI_Summer_2005_mean","PDSI_Fall_2005_mean","PDSI_Spring_2006_mean","PDSI_Summer_2006_mean","PDSI_Fall_2006_mean","PDSI_Spring_2007_mean","PDSI_Summer_2007_mean","PDSI_Fall_2007_mean","PDSI_Spring_2008_mean","PDSI_Summer_2008_mean","PDSI_Fall_2008_mean","PDSI_Spring_2009_mean","PDSI_Summer_2009_mean","PDSI_Fall_2009_mean","PDSI_Spring_2010_mean","PDSI_Summer_2010_mean","PDSI_Fall_2010_mean","PDSI_Spring_2011_mean","PDSI_Summer_2011_mean","PDSI_Fall_2011_mean","PDSI_Spring_2012_mean","PDSI_Summer_2012_mean","PDSI_Fall_2012_mean","PDSI_Spring_2013_mean","PDSI_Summer_2013_mean","PDSI_Fall_2013_mean","PDSI_Spring_2014_mean","PDSI_Summer_2014_mean","PDSI_Fall_2014_mean","PDSI_Spring_2015_mean","PDSI_Summer_2015_mean","PDSI_Fall_2015_mean","PDSI_Spring_2016_mean","PDSI_Summer_2016_mean","PDSI_Fall_2016_mean","PDSI_Spring_2017_mean","PDSI_Summer_2017_mean","PDSI_Fall_2017_mean","PDSI_Spring_2018_mean","PDSI_Summer_2018_mean","PDSI_Fall_2018_mean","PDSI_Spring_2019_mean","PDSI_Summer_2019_mean","PDSI_Fall_2019_mean","PDSI_Spring_2020_mean","PDSI_Summer_2020_mean","PDSI_Fall_2020_mean","PDSI_Spring_2021_mean","PDSI_Summer_2021_mean","PDSI_Fall_2021_mean"
"US-Los",-89.9792,46.0827,-89.9791666666667,46.0625,2161,1055,1.96333333333333,3.02333333333333,3.02333333333333,2.59,1.06,1.06,0.353333333333333,2.81666666666667,2.81666666666667,-1.27,-1.86333333333333,-1.86333333333333,-1.11333333333333,-0.55,-0.55,2.44666666666667,3.15666666666667,3.15666666666667,3.01666666666667,2.13,2.13,-0.35,-1.43,-1.43,-1.98333333333333,3.00666666666667,3.00666666666667,-1.00333333333333,1.88666666666667,1.88666666666667,2.19666666666667,2.58,2.58,2.99,3.82,3.82,3.01,2.15,2.15,0.33,1.72666666666667,1.72666666666667,-0.8,-1.66,-1.66,-0.303333333333333,-2.34333333333333,-2.34333333333333,-3.19333333333333,-4.68666666666667,-4.68666666666667,-1.5,-1.66333333333333,-1.66333333333333,-2.7,-3.43333333333333,-3.43333333333333,-4.43333333333333,-0.38,-0.38,3.05666666666667,3.30666666666667,3.30666666666667,-0.71,1.31333333333333,1.31333333333333,3.19333333333333,4.50666666666667,4.50666666666667,3.60666666666667,5.28666666666667,5.28666666666667,1.88666666666667,1.95333333333333,1.95333333333333,3.4,3.8,3.8,4.26666666666667,4.53333333333333,4.53333333333333,3.5,4.16666666666667,4.16666666666667,5.83333333333333,4.96666666666667,4.96666666666667,4.15,2.78666666666667,2.78666666666667,1.27333333333333,2.22,2.22
"US-Me2",-121.5574,44.4523,-121.5625,44.4375,1403,1094,-1.67666666666667,2.49,2.49,-3.02,-2.37666666666667,-2.37666666666667,1.96333333333333,3.93666666666667,3.93666666666667,-3.46666666666667,-3.38666666666667,-3.38666666666667,0.783333333333333,2.44666666666667,2.44666666666667,3.84333333333333,3.50333333333333,3.50333333333333,4.80666666666667,4.38,4.38,1.92333333333333,2.57666666666667,2.57666666666667,2.53666666666667,1.39666666666667,1.39666666666667,-0.26,-1.69666666666667,-1.69666666666667,-3.86,-2.95666666666667,-2.95666666666667,-1.96,-2.50333333333333,-2.50333333333333,-2.10333333333333,-2.31666666666667,-2.31666666666667,-2.32666666666667,-2.13,-2.13,-3.09666666666667,-1.37333333333333,-1.37333333333333,1.97,1.52333333333333,1.52333333333333,-1.38333333333333,-1.65,-1.65,0.586666666666667,-1.09333333333333,-1.09333333333333,-1.78666666666667,-1.4,-1.4,-1.85333333333333,2.17,2.17,4.21,4.44666666666667,4.44666666666667,2.27666666666667,2.84,2.84,-2.07666666666667,-1.93,-1.93,-0.78,-0.85,-0.85,-2.14,-3.21666666666667,-3.21666666666667,0.166666666666667,-1.63333333333333,-1.63333333333333,4.66666666666667,3.43333333333333,3.43333333333333,-1.23333333333333,-1.7,-1.7,2.2,2.63333333333333,2.63333333333333,-3.13,-3.31,-3.31,-3.58,-4.41,-4.41
"US-Me3",-121.6078,44.3154,-121.604166666667,44.3125,1402,1097,-2.20333333333333,2.46333333333333,2.46333333333333,-3.23333333333333,-2.62333333333333,-2.62333333333333,2.20333333333333,3.82666666666667,3.82666666666667,-3.62,-3.64333333333333,-3.64333333333333,0.733333333333333,2.47333333333333,2.47333333333333,3.67333333333333,2.54333333333333,2.54333333333333,4.52,4.33,4.33,1.54666666666667,1.79333333333333,1.79333333333333,2.82,1.62666666666667,1.62666666666667,-0.296666666666667,-1.73666666666667,-1.73666666666667,-4.10666666666667,-3.38333333333333,-3.38333333333333,-1.88,-2.24,-2.24,-2.50333333333333,-2.43,-2.43,-2.60333333333333,-2.37666666666667,-2.37666666666667,-3.79666666666667,-2.49333333333333,-2.49333333333333,2.11,1.59666666666667,1.59666666666667,-1.19333333333333,-1.71,-1.71,0.78,-0.736666666666667,-0.736666666666667,-1.70333333333333,-1.09,-1.09,-2.29,1.50333333333333,1.50333333333333,3.97,3.95,3.95,2.23,2.92666666666667,2.92666666666667,-2.26,-2.27,-2.27,-0.906666666666667,-0.77,-0.77,-2.49666666666667,-3.44666666666667,-3.44666666666667,-1.13333333333333,-1.63333333333333,-1.63333333333333,4.9,3.73333333333333,3.73333333333333,-1.26666666666667,-1.8,-1.8,2.4,3.3,3.3,-3.57,-3.60666666666667,-3.60666666666667,-4.01,-4.58,-4.58
"US-MMS",-86.4131,39.3232,-86.3958333333333,39.3125,2247,1217,2.54666666666667,-0.636666666666667,-0.636666666666667,-2.69,-0.583333333333333,-0.583333333333333,2.19333333333333,2.83333333333333,2.83333333333333,3.28333333333333,2.06333333333333,2.06333333333333,-0.61,1.82333333333333,1.82333333333333,2.56,4.09,4.09,4.02666666666667,4.08666666666667,4.08666666666667,0.506666666666667,3.60666666666667,3.60666666666667,1.56,-0.633333333333333,-0.633333333333333,-3.35666666666667,-0.156666666666667,-0.156666666666667,-1.11,-1.36666666666667,-1.36666666666667,3.85666666666667,4.03666666666667,4.03666666666667,1.64333333333333,3.24,3.24,3.19666666666667,3.88666666666667,3.88666666666667,3.09,2.21,2.21,2.19666666666667,2.85,2.85,4.33333333333333,0.143333333333333,0.143333333333333,3.17,3.79,3.79,-0.35,2.98,2.98,2.15333333333333,2.35333333333333,2.35333333333333,1.90333333333333,3.30666666666667,3.30666666666667,1.9,-3.52,-3.52,2.12,2.80666666666667,2.80666666666667,2.92,3.28333333333333,3.28333333333333,2.33333333333333,4.2,4.2,2.26666666666667,2.46666666666667,2.46666666666667,1.4,2.83333333333333,2.83333333333333,3.43333333333333,3.36666666666667,3.36666666666667,6.06666666666667,6.83333333333333,6.83333333333333,4.07,2.99666666666667,2.99666666666667,0.82,1.95333333333333,1.95333333333333
"US-Mpj",-106.2377,34.4385,-106.229166666667,34.4375,1771,1334,-0.953333333333333,0.903333333333333,0.903333333333333,3.92333333333333,3.96,3.96,1.76,0.493333333333333,0.493333333333333,-1.77333333333333,-1.44666666666667,-1.44666666666667,-1.3,-2.38333333333333,-2.38333333333333,-5.56,-3.12666666666667,-3.12666666666667,-0.443333333333333,2.33666666666667,2.33666666666667,3.41333333333333,2.74333333333333,2.74333333333333,-2.13,1.12666666666667,1.12666666666667,-3.19666666666667,-2.18666666666667,-2.18666666666667,2.18333333333333,1.00666666666667,1.00666666666667,-2.8,-2.83,-2.83,-1.66333333333333,-2.5,-2.5,0.396666666666667,0.6,0.6,2.91,0.386666666666667,0.386666666666667,-4.55666666666667,-0.72,-0.72,3.24666666666667,2.66666666666667,2.66666666666667,-2.27666666666667,-0.496666666666667,-0.496666666666667,-3.55666666666667,-2.44333333333333,-2.44333333333333,2.16666666666667,1.65,1.65,-3.51,-4.7,-4.7,-2.89,-2.98333333333333,-2.98333333333333,-4.37666666666667,-3.56666666666667,-3.56666666666667,-2.99,0.323333333333333,0.323333333333333,0.74,2.26333333333333,2.26333333333333,-1.96666666666667,-2.33333333333333,-2.33333333333333,-2.56666666666667,-2.33333333333333,-2.33333333333333,-4.76666666666667,-3.7,-3.7,-2.53333333333333,-2.6,-2.6,-3.31666666666667,-4.28,-4.28,-4.78666666666667,-2.83666666666667,-2.83666666666667
"US-NR1",-105.5464,40.0329,-105.5625,40.0208333333333,1787,1200,-0.996666666666667,1.91666666666667,1.91666666666667,0.573333333333333,-1.56,-1.56,1.72333333333333,0.68,0.68,1.14,-1.83,-1.83,2.16333333333333,5.21333333333333,5.21333333333333,2.24333333333333,1.36333333333333,1.36333333333333,0.536666666666667,2.51333333333333,2.51333333333333,2.74333333333333,2.44333333333333,2.44333333333333,0.6,2.29,2.29,-2.03666666666667,-2.86,-2.86,-1.54666666666667,-1.66333333333333,-1.66333333333333,-3.33333333333333,-5.08,-5.08,2.33666666666667,-0.276666666666667,-0.276666666666667,-1.52333333333333,-0.723333333333333,-0.723333333333333,1.43666666666667,1.07666666666667,1.07666666666667,-2.00333333333333,-3.29,-3.29,2.12,0.943333333333333,0.943333333333333,0.716666666666667,-0.406666666666667,-0.406666666666667,0.423333333333333,1.40666666666667,1.40666666666667,2.11666666666667,2.03,2.03,0.52,2.32333333333333,2.32333333333333,-1.97,-4.98666666666667,-4.98666666666667,-3.44,-3.69333333333333,-3.69333333333333,4.33333333333333,3.75333333333333,3.75333333333333,4.51666666666667,5.85666666666667,5.85666666666667,6.36666666666667,4.8,4.8,2.3,3,3,-1.76666666666667,-2.2,-2.2,1.66666666666667,2.53333333333333,2.53333333333333,1.56666666666667,-1.75,-1.75,-1.91333333333333,-1.03666666666667,-1.03666666666667
"US-Oho",-83.8438,41.5545,-83.8541666666667,41.5625,2308,1163,-1.00333333333333,-2.22333333333333,-2.22333333333333,-0.986666666666667,0.863333333333333,0.863333333333333,3.97333333333333,2.29333333333333,2.29333333333333,-0.516666666666667,-1.40333333333333,-1.40333333333333,-1.90333333333333,-1.02333333333333,-1.02333333333333,1.40333333333333,1.90666666666667,1.90666666666667,1.84,3.07333333333333,3.07333333333333,2.61,2.17666666666667,2.17666666666667,0.0433333333333333,-0.55,-0.55,-2.89,3.54666666666667,3.54666666666667,2.49333333333333,2.28333333333333,2.28333333333333,2.97666666666667,1.60333333333333,1.60333333333333,-1.65333333333333,2.00333333333333,2.00333333333333,-0.163333333333333,2.03333333333333,2.03333333333333,1.58333333333333,-1.97,-1.97,-0.523333333333333,2.2,2.2,2.44333333333333,0.22,0.22,3.74666666666667,2.28333333333333,2.28333333333333,2.13,1.71666666666667,1.71666666666667,-1.35333333333333,1.88666666666667,1.88666666666667,2.85333333333333,2.79666666666667,2.79666666666667,2.11,-3.41666666666667,-3.41666666666667,-1.53,2.01333333333333,2.01333333333333,2.40666666666667,2.18666666666667,2.18666666666667,0.826666666666667,3.67,3.67,0.9,-0.5,-0.5,2.13333333333333,2.46666666666667,2.46666666666667,2.96666666666667,3.46666666666667,3.46666666666667,4.76666666666667,6.16666666666667,6.16666666666667,2.47333333333333,0.443333333333333,0.443333333333333,-3.82666666666667,-2.71,-2.71
"US-PFa",-90.2723,45.9459,-90.2708333333333,45.9375,2154,1058,2.21,3.41,3.41,2.81333333333333,1.20666666666667,1.20666666666667,0.346666666666667,2.92666666666667,2.92666666666667,-0.143333333333333,-2.07333333333333,-2.07333333333333,-1.41333333333333,-0.796666666666667,-0.796666666666667,2.53,3.10666666666667,3.10666666666667,2.96333333333333,1.89,1.89,-0.346666666666667,-1.52,-1.52,-1.92666666666667,2.28,2.28,-1.05666666666667,1.77666666666667,1.77666666666667,2.39666666666667,2.97333333333333,2.97333333333333,3.31333333333333,4.09666666666667,4.09666666666667,3.24,2.51333333333333,2.51333333333333,0.296666666666667,1.76666666666667,1.76666666666667,-0.773333333333333,-1.62666666666667,-1.62666666666667,-0.356666666666667,-2.60666666666667,-2.60666666666667,-3.28333333333333,-4.72,-4.72,-1.30666666666667,-1.48333333333333,-1.48333333333333,-2.44,-3.35333333333333,-3.35333333333333,-4.34666666666667,-1.88333333333333,-1.88333333333333,3.06,3.39666666666667,3.39666666666667,-0.773333333333333,1.39666666666667,1.39666666666667,3.07,4.37333333333333,4.37333333333333,3.49,5.16333333333333,5.16333333333333,1.61666666666667,1.86666666666667,1.86666666666667,3.36666666666667,3.7,3.7,4.3,4.63333333333333,4.63333333333333,3.56666666666667,4.23333333333333,4.23333333333333,5.93333333333333,5.16666666666667,5.16666666666667,4.04333333333333,2.38,2.38,-0.21,0.566666666666667,0.566666666666667
"US-Prr",-147.48756,65.12367,-147.479166666667,65.1041666666667,781,598,5.10333333333333,1.28666666666667,1.28666666666667,-2.22333333333333,1.38666666666667,1.38666666666667,-0.84,-3.60666666666667,-3.60666666666667,-1.00333333333333,-1.61,-1.61,-2.47,-3.03333333333333,-3.03333333333333,-2.68666666666667,-3.08333333333333,-3.08333333333333,-2.56,-3.32,-3.32,-6.4,-4.58666666666667,-4.58666666666667,-2.80333333333333,-2.21333333333333,-2.21333333333333,-1.91,-1.8,-1.8,0.903333333333333,0.316666666666667,0.316666666666667,-6.02,-5.07333333333333,-5.07333333333333,-2.68666666666667,-3.68,-3.68,-3.06333333333333,-3.52333333333333,-3.52333333333333,-1.76666666666667,-0.0866666666666666,-0.0866666666666666,-1.41666666666667,-1.88333333333333,-1.88333333333333,-5.94,-4.16333333333333,-4.16333333333333,-2.18,2.05333333333333,2.05333333333333,1.45333333333333,-2.08666666666667,-2.08666666666667,-7.29333333333333,-6.26333333333333,-6.26333333333333,-3.06,-2.53666666666667,-2.53666666666667,-2.67666666666667,-2.54666666666667,-2.54666666666667,-1.30333333333333,-3.11333333333333,-3.11333333333333,-1.61333333333333,3.47666666666667,3.47666666666667,2.36666666666667,-1.78,-1.78,-1.26666666666667,-1.93333333333333,-1.93333333333333,-1.13333333333333,-1.56666666666667,-1.56666666666667,1.36666666666667,0.6,0.6,-1,-2.76666666666667,-2.76666666666667,3.83666666666667,2.64666666666667,2.64666666666667,1.18333333333333,-0.03,-0.03
"US-Seg",-106.702,34.3623,-106.6875,34.3541666666667,1760,1336,-0.95,1.00666666666667,1.00666666666667,4.85,4.65333333333333,4.65333333333333,1.60666666666667,0.483333333333333,0.483333333333333,-1.63,-1.45666666666667,-1.45666666666667,-0.78,-2.23666666666667,-2.23666666666667,-4.71666666666667,-2.39,-2.39,0.39,2.49333333333333,2.49333333333333,3.13666666666667,2.59,2.59,-1.12333333333333,2.18666666666667,2.18666666666667,-2.25,-1.67666666666667,-1.67666666666667,2.32333333333333,1.06666666666667,1.06666666666667,-2.67,-2.65,-2.65,-0.466666666666667,-1.80666666666667,-1.80666666666667,0.356666666666667,0.583333333333333,0.583333333333333,2.70333333333333,-0.626666666666667,-0.626666666666667,-3.75666666666667,-0.29,-0.29,3.52666666666667,2.96666666666667,2.96666666666667,-2.5,-0.66,-0.66,-2.79333333333333,-1.92333333333333,-1.92333333333333,0.726666666666667,0.0466666666666666,0.0466666666666666,-3.61333333333333,-4.69,-4.69,-2.59666666666667,-2.64666666666667,-2.64666666666667,-3.97,-3.22666666666667,-3.22666666666667,-2.58333333333333,0.33,0.33,0.756666666666667,2.26666666666667,2.26666666666667,-1.66666666666667,-2.1,-2.1,-1.7,-1.66666666666667,-1.66666666666667,-3.6,-2.73333333333333,-2.73333333333333,-1.46666666666667,-1.96666666666667,-1.96666666666667,-0.33,-2.34666666666667,-2.34666666666667,-3.73,-1.74666666666667,-1.74666666666667
"US-Ses",-106.7442,34.3349,-106.729166666667,34.3541666666667,1759,1336,-0.923333333333333,1.00666666666667,1.00666666666667,4.84,4.67,4.67,1.64333333333333,0.506666666666667,0.506666666666667,-1.67666666666667,-1.48666666666667,-1.48666666666667,-0.796666666666667,-2.26,-2.26,-4.74333333333333,-2.37333333333333,-2.37333333333333,0.34,2.44333333333333,2.44333333333333,3.07666666666667,2.52333333333333,2.52333333333333,-1.22333333333333,2.16333333333333,2.16333333333333,-2.33333333333333,-1.74666666666667,-1.74666666666667,2.37,1.09666666666667,1.09666666666667,-2.68666666666667,-2.66333333333333,-2.66333333333333,-0.46,-1.8,-1.8,0.273333333333333,0.533333333333333,0.533333333333333,2.61666666666667,-0.673333333333333,-0.673333333333333,-3.78666666666667,-0.306666666666667,-0.306666666666667,3.51666666666667,2.96666666666667,2.96666666666667,-2.44333333333333,-0.65,-0.65,-2.82666666666667,-1.94666666666667,-1.94666666666667,0.673333333333333,0.0166666666666667,0.0166666666666667,-3.56666666666667,-4.66,-4.66,-2.56333333333333,-2.61333333333333,-2.61333333333333,-3.94,-3.22,-3.22,-2.63,0.29,0.29,0.753333333333333,2.27666666666667,2.27666666666667,-1.66666666666667,-2.1,-2.1,-1.76666666666667,-1.76666666666667,-1.76666666666667,-3.63333333333333,-2.8,-2.8,-1.53333333333333,-2,-2,-0.33,-2.34,-2.34,-3.72666666666667,-1.71,-1.71
"US-SRC",-110.8395,31.9083,-110.854166666667,31.8958333333333,1660,1395,1.96666666666667,-0.933333333333333,-0.933333333333333,3.32,3.59666666666667,3.59666666666667,5.26666666666667,3.11666666666667,3.11666666666667,-1.51,-1.83,-1.83,2.32333333333333,-0.58,-0.58,-2.59666666666667,-2.00333333333333,-2.00333333333333,-1.82333333333333,-2.33666666666667,-2.33666666666667,1.93666666666667,1.26333333333333,1.26333333333333,-2.05666666666667,1.34,1.34,-2.73,-1.51,-1.51,2.37,2.13,2.13,-3.17666666666667,-3.34666666666667,-3.34666666666667,-2.48666666666667,-2.44333333333333,-2.44333333333333,0.403333333333333,-1.39333333333333,-1.39333333333333,0.883333333333333,0.0599999999999999,0.0599999999999999,-3.33333333333333,-0.483333333333333,-0.483333333333333,-1.69333333333333,0.0133333333333333,0.0133333333333333,-1.91333333333333,0.283333333333333,0.283333333333333,-1.69,-1.6,-1.6,-1.03666666666667,0.36,0.36,-0.876666666666667,-1.36666666666667,-1.36666666666667,-1.81,0.443333333333333,0.443333333333333,-2.31,-1.84333333333333,-1.84333333333333,-2.48333333333333,-2.87666666666667,-2.87666666666667,0.783333333333333,1.29,1.29,-1.4,1.4,1.4,-1.13333333333333,1.5,1.5,-3.43333333333333,-1.93333333333333,-1.93333333333333,2.6,0.333333333333333,0.333333333333333,1.41666666666667,-1.44,-1.44,-4.63333333333333,-2.82333333333333,-2.82333333333333
"US-SRG",-110.827675,31.789379,-110.8125,31.7708333333333,1661,1398,1.98666666666667,-0.856666666666667,-0.856666666666667,3.9,4.10666666666667,4.10666666666667,5.20333333333333,2.9,2.9,-1.97,-2.14666666666667,-2.14666666666667,2.76,-0.353333333333333,-0.353333333333333,-2.85666666666667,-2.17333333333333,-2.17333333333333,-2.13333333333333,-2.56333333333333,-2.56333333333333,2.40666666666667,1.63666666666667,1.63666666666667,-2.19,1.25,1.25,-2.9,-1.62666666666667,-1.62666666666667,2.75,2.38,2.38,-3.29,-3.45333333333333,-3.45333333333333,-2.71666666666667,-2.65666666666667,-2.65666666666667,0.26,-1.43333333333333,-1.43333333333333,0.746666666666667,-0.286666666666667,-0.286666666666667,-3.59666666666667,-0.76,-0.76,-1.85333333333333,-1.04333333333333,-1.04333333333333,-2.19333333333333,-0.466666666666667,-0.466666666666667,-1.82333333333333,-1.67333333333333,-1.67333333333333,-0.656666666666667,0.663333333333333,0.663333333333333,-0.826666666666667,-1.38333333333333,-1.38333333333333,-1.75333333333333,0.466666666666667,0.466666666666667,-2.21,-1.76333333333333,-1.76333333333333,-2.48666666666667,-2.89,-2.89,0.953333333333333,1.43,1.43,-1.43333333333333,1.36666666666667,1.36666666666667,-1.3,1.33333333333333,1.33333333333333,-3.23333333333333,-1.86666666666667,-1.86666666666667,2.36666666666667,-0.333333333333333,-0.333333333333333,2.02666666666667,-1.10666666666667,-1.10666666666667,-4.52333333333333,-2.79,-2.79
"US-SRM",-110.8661,31.8214,-110.854166666667,31.8125,1660,1397,1.85333333333333,-0.94,-0.94,3.22666666666667,3.38333333333333,3.38333333333333,5.78333333333333,3.35,3.35,-1.75333333333333,-2,-2,2.49,-0.45,-0.45,-2.68,-2.04,-2.04,-1.96333333333333,-2.44333333333333,-2.44333333333333,1.89666666666667,1.21333333333333,1.21333333333333,-2.07,1.42666666666667,1.42666666666667,-2.72333333333333,-1.48666666666667,-1.48666666666667,2.63333333333333,2.28,2.28,-3.19333333333333,-3.36,-3.36,-2.58666666666667,-2.51333333333333,-2.51333333333333,0.37,-1.40666666666667,-1.40666666666667,0.716666666666667,-0.276666666666667,-0.276666666666667,-3.4,-0.603333333333333,-0.603333333333333,-1.76666666666667,-0.353333333333333,-0.353333333333333,-1.99,-0.366666666666667,-0.366666666666667,-1.76333333333333,-1.64333333333333,-1.64333333333333,-1.02333333333333,0.366666666666667,0.366666666666667,-1.36,-1.72,-1.72,-1.74,0.563333333333333,0.563333333333333,-2.21333333333333,-1.76666666666667,-1.76666666666667,-2.45,-2.84,-2.84,0.776666666666667,1.25666666666667,1.25666666666667,-1.43333333333333,1.4,1.4,-1.2,1.6,1.6,-3.23333333333333,-1.8,-1.8,2.33333333333333,-0.333333333333333,-0.333333333333333,1.7,-1.33333333333333,-1.33333333333333,-4.57,-2.80666666666667,-2.80666666666667
"US-Syv",-89.3477,46.242,-89.3541666666667,46.2291666666667,2176,1051,1.24666666666667,2.35,2.35,2.29333333333333,-1.13333333333333,-1.13333333333333,0.403333333333333,2.57666666666667,2.57666666666667,-1.35,-1.65666666666667,-1.65666666666667,-0.416666666666667,0.473333333333333,0.473333333333333,3.81666666666667,4.39333333333333,4.39333333333333,4.00333333333333,3.02666666666667,3.02666666666667,-0.463333333333333,-1.6,-1.6,-1.90666666666667,3.14,3.14,0.206666666666667,1.65333333333333,1.65333333333333,1.52,1.82666666666667,1.82666666666667,2.42,3.27333333333333,3.27333333333333,2.40333333333333,1.42666666666667,1.42666666666667,0.206666666666667,1.70666666666667,1.70666666666667,-0.903333333333333,-1.91666666666667,-1.91666666666667,-1.21,-2.50666666666667,-2.50666666666667,-3.71666666666667,-5.17666666666667,-5.17666666666667,-1.67333333333333,-1.82666666666667,-1.82666666666667,-3.39,-3.71666666666667,-3.71666666666667,-4.78333333333333,-1.93,-1.93,2.89,3.17333333333333,3.17333333333333,-1.23,0.853333333333333,0.853333333333333,3.42,4.79333333333333,4.79333333333333,3.92333333333333,5.60333333333333,5.60333333333333,2.73,2.47333333333333,2.47333333333333,3.5,3.83333333333333,3.83333333333333,4.43333333333333,4.8,4.8,3.7,4.43333333333333,4.43333333333333,6.26666666666667,4.4,4.4,3.61,2.28333333333333,2.28333333333333,1.11,1.12666666666667,1.12666666666667
"US-Ton",-120.9659907,38.43093184,-120.979166666667,38.4375,1417,1238,-3.42,-3.14333333333333,-3.14333333333333,-2.64666666666667,-2.83,-2.83,2.79,4.3,4.3,-2.58,-3.22666666666667,-3.22666666666667,3.71333333333333,5.93,5.93,3.84666666666667,4.68,4.68,2.64333333333333,2.07,2.07,4.39666666666667,6.29,6.29,2.89666666666667,2.06,2.06,1.29333333333333,1.53,1.53,-2.03666666666667,-2.93666666666667,-2.93666666666667,-1.34,-1.22666666666667,-1.22666666666667,0.85,1.97666666666667,1.97666666666667,-1.17666666666667,-1.59333333333333,-1.59333333333333,2.23333333333333,3.40333333333333,3.40333333333333,4.38666666666667,5.85666666666667,5.85666666666667,-2.73666666666667,-3.50333333333333,-3.50333333333333,-3.80666666666667,-4.32666666666667,-4.32666666666667,-3.81333333333333,-3.92333333333333,-3.92333333333333,-1.56333333333333,-0.806666666666667,-0.806666666666667,2.29666666666667,3.29666666666667,3.29666666666667,-2.18333333333333,-3.13333333333333,-3.13333333333333,-2.92,-3.28,-3.28,-5.2,-5.94333333333333,-5.94333333333333,-4.33666666666667,-4.3,-4.3,-1.2,1.03333333333333,1.03333333333333,3.43333333333333,4.73333333333333,4.73333333333333,-1.53333333333333,-2.06666666666667,-2.06666666666667,3.4,5.06666666666667,5.06666666666667,0.736666666666667,-1.96,-1.96,-4.74333333333333,-5.66,-5.66
"US-Tw1",-121.6469,38.1074,-121.645833333333,38.1041666666667,1401,1246,-3.13,-2.32666666666667,-2.32666666666667,-1.72,-1.37666666666667,-1.37666666666667,3.26666666666667,2.91333333333333,2.91333333333333,-2.88,-2.49,-2.49,4.53,5.02,5.02,3.39,2.55333333333333,2.55333333333333,-1.15,-1.86333333333333,-1.86333333333333,5.28333333333333,4.79666666666667,4.79666666666667,1.88666666666667,1.09,1.09,1.70333333333333,1.37666666666667,1.37666666666667,-1.81666666666667,-1.79,-1.79,0.236666666666667,-0.656666666666667,-0.656666666666667,1.95666666666667,2.61666666666667,2.61666666666667,-0.523333333333333,-1.40333333333333,-1.40333333333333,3.00333333333333,3.4,3.4,5.53333333333333,5.80666666666667,5.80666666666667,-3.43666666666667,-3.26,-3.26,-2.66666666666667,-2.51666666666667,-2.51666666666667,-2.86,-2.25666666666667,-2.25666666666667,0.73,1.49333333333333,1.49333333333333,2.76666666666667,2.82333333333333,2.82333333333333,-2.79666666666667,-2.95333333333333,-2.95333333333333,-2.50333333333333,-2.37666666666667,-2.37666666666667,-5.17333333333333,-4.91333333333333,-4.91333333333333,-3.90333333333333,-3.34333333333333,-3.34333333333333,-1.16666666666667,-1.1,-1.1,3.03333333333333,2.5,2.5,-2.63333333333333,-2.7,-2.7,4.46666666666667,4.56666666666667,4.56666666666667,-3.05,-2.93666666666667,-2.93666666666667,-6.6,-6.15,-6.15
